request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_192,165.62,not_affordable,not_recommended,none,2026-07-04,none,Not recommended: paying USD 2046.0 would breach the USD 1000.0 minimum balance throughout the 90-day forecast.
request_193,34.68,affordable_with_plan,installments,2024-03-21:420.23|2024-04-21:420.23|2024-05-22:420.23,2024-05-15,none,Use 3 installments of EUR 420.23; this keeps the balance safe throughout.
request_194,38900.37,affordable_later,wait,2025-10-15:132800.0,2025-10-15,none,Paying INR 132800.0 today would breach the minimum; wait until 2025-10-15 when the full amount is safe.
request_195,961.92,not_affordable,not_recommended,none,2026-02-15,none,Not recommended: paying EUR 1170.4 would breach the EUR 700.0 minimum balance throughout the 90-day forecast.
request_196,762.3,affordable_now,full_payment,2024-06-03:762.3,2024-06-03,none,Pay EUR 762.3 today; this leaves at least EUR 500.0 available over the next 90 days.
request_197,21133088.49,not_affordable,not_recommended,none,2026-02-03,none,Not recommended: paying IDR 50939000.0 would breach the IDR 26245900.0 minimum balance throughout the 90-day forecast.
request_198,185800.0,affordable_now,full_payment,2026-07-07:185800.0,2026-07-07,none,Pay INR 185800.0 today; this leaves at least INR 124300.0 available over the next 90 days.
request_199,23674000.0,affordable_with_plan,installments,2024-09-07:8206986.67|2024-10-08:8206986.67|2024-11-08:8206986.67,2024-09-04,none,Use 3 installments of IDR 8206986.67; this keeps the balance safe throughout.
request_200,21717000.0,affordable_now,full_payment,2025-02-06:21717000.0,2025-02-06,none,Pay IDR 21717000.0 today; this leaves at least IDR 20114600.0 available over the next 90 days.
request_201,23997000.0,affordable_now,full_payment,2026-04-03:23997000.0,2026-04-03,none,Pay IDR 23997000.0 today; this leaves at least IDR 17304500.0 available over the next 90 days.
request_202,123900.0,affordable_now,full_payment,2024-12-05:123900.0,2024-12-05,none,Pay INR 123900.0 today; this leaves at least INR 147800.0 available over the next 90 days.
request_203,1442.1,affordable_with_plan,installments,2025-05-10:499.93|2025-06-07:499.93|2025-07-05:499.93,2025-05-07,none,Use 3 installments of EUR 499.93; this keeps the balance safe throughout.
request_204,571.56,affordable_with_plan,full_payment,2026-01-04:588.74,2026-01-15,reduce_to:event_18827:33.0,Pay EUR 588.74 today after reducing flexible spending; this keeps the balance above EUR 1300.0.
request_205,10621000.0,affordable_now,full_payment,2024-03-06:10621000.0,2024-03-06,none,Pay IDR 10621000.0 today; this leaves at least IDR 13994300.0 available over the next 90 days.
request_206,1404.7,affordable_with_plan,installments,2025-08-03:486.96|2025-08-31:486.96|2025-09-28:486.96,2025-08-03,none,Use 3 installments of EUR 486.96; this keeps the balance safe throughout.
request_207,4354.29,affordable_later,wait,2026-07-15:11830.0,2026-07-15,none,Paying ZAR 11830.0 today would breach the minimum; wait until 2026-07-15 when the full amount is safe.
request_208,3110066.51,affordable_later,wait,2024-06-15:4413000.0,2024-06-15,none,Paying IDR 4413000.0 today would breach the minimum; wait until 2024-06-15 when the full amount is safe.
request_209,1673.17,not_affordable,not_recommended,none,2026-02-02,none,Not recommended: paying ZAR 56914.0 would breach the ZAR 18400.0 minimum balance throughout the 90-day forecast.
request_210,984.62,affordable_with_plan,partial_payment,2026-04-06:984.62|2026-04-15:375.4,2026-04-15,none,Pay USD 984.62 today and the remaining USD 375.4 on 2026-04-15.
request_211,289.8,affordable_later,wait,2024-11-15:1788.6,2024-11-15,none,Paying EUR 1788.6 today would breach the minimum; wait until 2024-11-15 when the full amount is safe.
request_212,5403603.67,not_affordable,not_recommended,none,2025-05-06,none,Not recommended: paying IDR 71934000.0 would breach the IDR 29579800.0 minimum balance throughout the 90-day forecast.
request_213,2545.01,not_affordable,not_recommended,none,2026-04-07,none,Not recommended: paying USD 3362.4 would breach the USD 2100.0 minimum balance throughout the 90-day forecast.
request_214,39978.82,affordable_with_plan,installments,2024-12-04:36270.0|2025-01-01:36270.0,2024-12-15,none,Use 2 installments of INR 36270.0; this keeps the balance safe throughout.
request_215,29986.0,affordable_with_plan,installments,2025-05-09:10395.15|2025-06-06:10395.15|2025-07-04:10395.15,2025-05-06,none,Use 3 installments of ZAR 10395.15; this keeps the balance safe throughout.
request_216,485.46,affordable_later,wait,2026-09-15:3332.4,2026-09-15,none,Paying USD 3332.4 today would breach the minimum; wait until 2026-09-15 when the full amount is safe.
request_217,19737.87,affordable_with_plan,installments,2024-03-19:12889.07|2024-04-19:12889.07|2024-05-20:12889.07,2024-05-15,none,Use 3 installments of ZAR 12889.07; this keeps the balance safe throughout.
request_218,24458136.36,affordable_with_plan,installments,2025-08-07:21195893.33|2025-09-04:21195893.33|2025-10-02:21195893.33,2025-09-15,none,Use 3 installments of IDR 21195893.33; this keeps the balance safe throughout.
request_219,700.2,affordable_with_plan,installments,2026-04-07:580.01|2026-05-07:580.01|2026-06-06:580.01,2026-05-15,none,Use 3 installments of EUR 580.01; this keeps the balance safe throughout.
request_220,60.16,not_affordable,not_recommended,none,2024-09-04,none,Not recommended: paying EUR 3118.5 would breach the EUR 1100.0 minimum balance throughout the 90-day forecast.
request_221,109800.0,affordable_now,full_payment,2025-11-03:109800.0,2025-11-03,none,Pay INR 109800.0 today; this leaves at least INR 81500.0 available over the next 90 days.
request_222,34078.0,affordable_now,full_payment,2026-01-05:34078.0,2026-01-05,none,Pay ZAR 34078.0 today; this leaves at least ZAR 27300.0 available over the next 90 days.
request_223,898.7,affordable_now,full_payment,2024-09-07:898.7,2024-09-07,none,Pay EUR 898.7 today; this leaves at least EUR 800.0 available over the next 90 days.
request_224,9947519.97,affordable_with_plan,partial_payment,2025-02-04:9947519.97|2025-02-15:379480.03,2025-02-15,none,Pay IDR 9947519.97 today and the remaining IDR 379480.03 on 2025-02-15.
request_225,9753797.59,affordable_with_plan,installments,2026-07-20:7647120.0|2026-08-19:7647120.0|2026-09-18:7647120.0,2026-09-15,none,Use 3 installments of IDR 7647120.0; this keeps the balance safe throughout.
request_226,157000.0,affordable_now,full_payment,2024-12-03:157000.0,2024-12-03,none,Pay INR 157000.0 today; this leaves at least INR 209400.0 available over the next 90 days.
request_227,4955.99,not_affordable,not_recommended,none,2025-08-03,none,Not recommended: paying INR 259700.0 would breach the INR 62900.0 minimum balance throughout the 90-day forecast.
request_228,0.0,not_affordable,not_recommended,none,,none,Not recommended: paying IDR 63327000.0 would breach the IDR 26191200.0 minimum balance throughout the 90-day forecast.
request_229,432.0,affordable_with_plan,installments,2024-03-18:529.29|2024-04-18:529.29|2024-05-19:529.29,2024-05-15,none,Use 3 installments of EUR 529.29; this keeps the balance safe throughout.
request_230,3537.6,affordable_now,full_payment,2025-08-06:3537.6,2025-08-06,none,Pay EUR 3537.6 today; this leaves at least EUR 2000.0 available over the next 90 days.
request_231,31776.91,affordable_with_plan,installments,2026-01-06:12378.08|2026-02-05:12378.08|2026-03-07:12378.08,2026-02-15,none,Use 3 installments of ZAR 12378.08; this keeps the balance safe throughout.
request_232,568.99,not_affordable,not_recommended,none,2024-09-03,none,Not recommended: paying EUR 1970.1 would breach the EUR 2400.0 minimum balance throughout the 90-day forecast.
request_233,0.0,not_affordable,not_recommended,none,,none,Not recommended: paying IDR 6241000.0 would breach the IDR 10365700.0 minimum balance throughout the 90-day forecast.
request_234,184.22,affordable_later,wait,2026-09-15:1213.3,2026-09-15,none,Paying EUR 1213.3 today would breach the minimum; wait until 2026-09-15 when the full amount is safe.
request_235,967.2,affordable_now,full_payment,2024-09-06:967.2,2024-09-06,none,Pay USD 967.2 today; this leaves at least USD 700.0 available over the next 90 days.
request_236,5918483.67,not_affordable,not_recommended,none,2025-05-04,none,Not recommended: paying IDR 52383000.0 would breach the IDR 16768600.0 minimum balance throughout the 90-day forecast.
request_237,23826000.0,affordable_now,full_payment,2026-04-05:23826000.0,2026-04-05,none,Pay IDR 23826000.0 today; this leaves at least IDR 22431500.0 available over the next 90 days.
request_238,642.43,not_affordable,not_recommended,none,2025-02-17,none,Not recommended: paying USD 663.6 would breach the USD 700.0 minimum balance throughout the 90-day forecast.
request_239,642.0,affordable_now,full_payment,2025-05-04:642.0,2025-05-04,none,Pay USD 642.0 today; this leaves at least USD 600.0 available over the next 90 days.
request_240,13974.7,not_affordable,not_recommended,none,2026-04-06,none,Not recommended: paying INR 101200.0 would breach the INR 52800.0 minimum balance throughout the 90-day forecast.
request_241,21052000.0,affordable_with_plan,installments,2024-03-17:7298026.67|2024-04-17:7298026.67|2024-05-18:7298026.67,2024-03-03,none,Use 3 installments of IDR 7298026.67; this keeps the balance safe throughout.
request_242,23.72,not_affordable,not_recommended,none,2025-11-03,none,Not recommended: paying EUR 1966.8 would breach the EUR 600.0 minimum balance throughout the 90-day forecast.
request_243,17468.0,affordable_now,full_payment,2026-07-07:17468.0,2026-07-07,none,Pay ZAR 17468.0 today; this leaves at least ZAR 19900.0 available over the next 90 days.
request_244,49918.0,affordable_now,full_payment,2024-06-04:49918.0,2024-06-04,none,Pay ZAR 49918.0 today; this leaves at least ZAR 45900.0 available over the next 90 days.
request_245,0.0,not_affordable,not_recommended,none,,none,Not recommended: paying INR 128500.0 would breach the INR 94600.0 minimum balance throughout the 90-day forecast.
request_246,64086.0,affordable_with_plan,installments,2026-04-03:22216.48|2026-05-03:22216.48|2026-06-02:22216.48,2026-04-03,none,Use 3 installments of ZAR 22216.48; this keeps the balance safe throughout.
request_247,1059.3,affordable_now,full_payment,2024-09-05:1059.3,2024-09-05,none,Pay EUR 1059.3 today; this leaves at least EUR 1300.0 available over the next 90 days.
request_248,940.35,affordable_with_plan,partial_payment,2025-02-07:940.35|2025-04-15:1025.25,2025-04-15,none,Pay USD 940.35 today and the remaining USD 1025.25 on 2025-04-15.
request_249,127.94,affordable_later,wait,2026-03-15:643.2,2026-03-15,none,Paying USD 643.2 today would breach the minimum; wait until 2026-03-15 when the full amount is safe.
request_250,15571.41,not_affordable,not_recommended,none,2025-03-06,none,Not recommended: paying ZAR 124278.0 would breach the ZAR 35300.0 minimum balance throughout the 90-day forecast.
request_251,696.63,not_affordable,not_recommended,none,2025-08-01,none,Not recommended: paying EUR 1513.6 would breach the EUR 1300.0 minimum balance throughout the 90-day forecast.
request_252,3863877.12,affordable_later,wait,2026-09-15:28082000.0,2026-09-15,none,Paying IDR 28082000.0 today would breach the minimum; wait until 2026-09-15 when the full amount is safe.
request_253,1365.46,affordable_with_plan,installments,2024-03-21:984.6|2024-04-21:984.6|2024-05-22:984.6,2024-05-15,none,Use 3 installments of EUR 984.6; this keeps the balance safe throughout.
request_254,624.87,affordable_later,wait,2025-10-15:3535.2,2025-10-15,none,Paying USD 3535.2 today would breach the minimum; wait until 2025-10-15 when the full amount is safe.
request_255,3345000.0,affordable_now,full_payment,2026-04-06:3345000.0,2026-04-06,none,Pay IDR 3345000.0 today; this leaves at least IDR 9813900.0 available over the next 90 days.
request_256,152805.16,affordable_with_plan,installments,2024-06-10:75816.0|2024-07-11:75816.0|2024-08-11:75816.0,2024-07-15,none,Use 3 installments of INR 75816.0; this keeps the balance safe throughout.
request_257,363.99,affordable_later,wait,2026-01-15:1352.4,2026-01-15,none,Paying USD 1352.4 today would breach the minimum; wait until 2026-01-15 when the full amount is safe.
request_258,1113.6,affordable_now,full_payment,2026-01-07:1113.6,2026-01-07,none,Pay USD 1113.6 today; this leaves at least USD 500.0 available over the next 90 days.
request_259,173.46,affordable_later,wait,2024-11-15:935.0,2024-11-15,none,Paying EUR 935.0 today would breach the minimum; wait until 2024-11-15 when the full amount is safe.
request_260,6348076.22,not_affordable,not_recommended,none,2025-05-07,none,Not recommended: paying IDR 52079000.0 would breach the IDR 20727700.0 minimum balance throughout the 90-day forecast.
request_261,1830.4,affordable_now,full_payment,2026-07-03:1830.4,2026-07-03,none,Pay EUR 1830.4 today; this leaves at least EUR 1500.0 available over the next 90 days.
request_262,0.0,not_affordable,not_recommended,none,,none,Not recommended: paying IDR 9236000.0 would breach the IDR 31018500.0 minimum balance throughout the 90-day forecast.
request_263,0.0,not_affordable,not_recommended,none,,none,Not recommended: paying ZAR 51546.0 would breach the ZAR 24100.0 minimum balance throughout the 90-day forecast.
request_264,20701.75,affordable_later,wait,2026-06-15:111300.0,2026-06-15,none,Paying INR 111300.0 today would breach the minimum; wait until 2026-06-15 when the full amount is safe.
request_265,0.0,not_affordable,not_recommended,none,,none,Not recommended: paying INR 45970.0 would breach the INR 189700.0 minimum balance throughout the 90-day forecast.
request_266,775.19,affordable_with_plan,installments,2025-08-03:324.13|2025-08-31:324.13|2025-09-28:324.13,2025-09-15,none,Use 3 installments of EUR 324.13; this keeps the balance safe throughout.
request_267,1631.75,not_affordable,not_recommended,none,2026-02-15,none,Not recommended: paying EUR 1925.0 would breach the EUR 1500.0 minimum balance throughout the 90-day forecast.
request_268,1035.79,affordable_with_plan,installments,2024-06-14:841.22|2024-07-15:841.22|2024-08-15:841.22,2024-07-15,none,Use 3 installments of EUR 841.22; this keeps the balance safe throughout.
request_269,10080.73,affordable_later,wait,2025-12-15:15490.0,2025-12-15,none,Paying ZAR 15490.0 today would breach the minimum; wait until 2025-12-15 when the full amount is safe.
request_270,101.93,not_affordable,not_recommended,none,2026-10-04,none,Not recommended: paying USD 3028.8 would breach the USD 1400.0 minimum balance throughout the 90-day forecast.
request_271,12518.23,affordable_later,wait,2024-11-15:91300.0,2024-11-15,none,Paying INR 91300.0 today would breach the minimum; wait until 2024-11-15 when the full amount is safe.
request_272,5426190.15,affordable_with_plan,installments,2025-02-12:4709466.67|2025-03-12:4709466.67|2025-04-09:4709466.67,2025-03-15,none,Use 3 installments of IDR 4709466.67; this keeps the balance safe throughout.
request_273,9543524.88,affordable_with_plan,partial_payment,2026-04-07:9543524.88|2026-04-15:6317475.12,2026-04-15,none,Pay IDR 9543524.88 today and the remaining IDR 6317475.12 on 2026-04-15.
request_274,2127.53,not_affordable,not_recommended,none,2025-02-15,none,Not recommended: paying EUR 2713.7 would breach the EUR 1800.0 minimum balance throughout the 90-day forecast.
request_275,15884000.0,affordable_now,full_payment,2025-05-06:15884000.0,2025-05-06,none,Pay IDR 15884000.0 today; this leaves at least IDR 12760100.0 available over the next 90 days.
